RowNumber,Surname,Geography,Gender,Age
915,Chinwendu,France,Male,35
916,McKenzie,France,Male,47
917,James,France,Male,39
918,Lamb,France,Female,45
919,Olejuru,Spain,Male,35
920,Hay,Spain,Male,45
921,Lu,France,Male,44
922,Chiawuotu,Spain,Male,61
923,Yeates,France,Male,51
924,Gallagher,Germany,Female,19
925,Heath,France,Female,34
926,Ts'ai,Germany,Female,36
927,Thurgood,Spain,Male,35
928,Pai,Germany,Male,38
929,Lorenzo,Germany,Male,61
930,Knupp,France,Female,24
931,Baryshnikov,Spain,Male,39
932,Azubuike,Germany,Male,41
933,Shephard,Germany,Female,42
934,Scott,Spain,Male,36
935,Williamson,Spain,Male,37
936,Avdeeva,France,Female,38
937,Tang,France,Male,52
938,Hsu,Germany,Female,44
939,Buchanan,France,Female,37
940,Yeh,France,Female,37
941,Palazzi,Spain,Male,35
942,Y?an,France,Female,31
943,Lin,France,Female,46
944,Schofield,Germany,Female,29
945,Lombardi,France,Male,36
946,Wall,Spain,Female,25
947,Milani,Spain,Female,39
948,Ejimofor,France,Female,38
949,Blackburn,France,Male,67
950,Wickham,France,Female,48
951,Bird,France,Female,48
952,Ch'en,Germany,Male,33
953,Wood,Germany,Female,66
954,Brizendine,Spain,Male,39
955,Ch'in,Spain,Female,42
956,Yusupov,France,Female,44
957,Jibunoh,Spain,Female,43
958,Ts'ui,Spain,Female,67
959,Ndukaku,Spain,Male,27
960,Wilder,France,Female,37
961,Maclean,Germany,Female,31
962,Ch'iu,Spain,Male,35
963,Cox,Spain,Male,32
964,Nepean,Spain,Male,63
965,McNess,Germany,Female,43
966,Coles,France,Female,42
967,Benson,France,Female,34
968,Gilbert,Spain,Female,34
969,Wilhelm,France,Male,37
970,Sinclair,Germany,Male,70
971,L?,France,Female,48
972,Buckner,France,Male,25
973,Padovesi,Germany,Male,43
974,Gray,Spain,Female,38
975,Lu,France,Male,34
976,Wright,Spain,Female,36
977,Palerma,France,Female,43
978,Y?an,France,Female,38
979,Wei,France,Female,48
980,Padovesi,France,Female,46
981,Tsao,France,Male,27
982,Franklin,Germany,Female,44
983,Clark,France,Male,32
984,McGregor,Germany,Female,35
985,Pan,France,Male,25
986,Kenniff,Germany,Male,31
987,Spencer,France,Male,36
988,Lees,Spain,Male,34
989,David,Spain,Male,31
990,Hsing,France,Female,49
991,Burke,France,Male,37
992,Watson,France,Female,35
993,Hawkins,Germany,Female,42
994,Ginn,Spain,Female,28
995,Sozonov,Spain,Male,43
996,Sun,Spain,Male,29
997,Hunter,Spain,Male,44
998,Manfrin,Spain,Male,62
999,Artamonova,Germany,Female,28
1000,Hansen,France,Female,38
1001,Pai,Germany,Female,42
1002,Larsen,France,Female,43
1003,Owen,Germany,Male,39
1004,Murphy,France,Female,42
1005,Ekechukwu,Germany,Female,26
1006,Ayers,Germany,Male,52
1007,Johnson,Spain,Female,33
1008,Millar,France,Male,42
1009,Farrell,France,Male,45
1010,Sanders,Spain,Male,71
1011,Herrera,France,Male,40
1012,Eberechukwu,Spain,Male,35
1013,Bardin,France,Female,29
1014,Nwankwo,Spain,Male,24
1015,Talbot,Spain,Female,43
1016,McGregor,France,Female,37
1017,Onyeorulu,Germany,Male,40
1018,Goold,Germany,Male,41
1019,Zikoranaudodimma,Germany,Female,45
1020,Garner,France,Male,31
1021,Onyinyechukwuka,France,Male,49
1022,Genovese,Spain,Male,32
1023,Mai,France,Female,48
1024,Marshall,France,Male,32
1025,Naylor,France,Female,25
1026,Pinto,France,Female,32
1027,Fulton,France,Male,33
1028,Palerma,Germany,Male,35
1029,McCaffrey,Spain,Male,34
1030,Collins,Spain,Male,53
1031,Zuev,France,Male,39
1032,Crawford,France,Female,22
1033,Genovese,Spain,Male,40
1034,Maclean,France,Male,29
1035,Fabro,France,Male,46
1036,Price,Spain,Male,30
1037,Chatfield,France,Male,30
1038,Volkova,France,Female,24
1039,Archer,France,Male,30
1040,Ch'iu,France,Female,72
1041,McKay,Spain,Male,67
1042,Craig,France,Male,30
1043,Abramovich,Spain,Female,39
1044,Chien,France,Male,35
1045,Timms,France,Female,38
1046,Williford,Spain,Male,34
1047,Hamilton,Spain,Female,42
1048,Cheng,France,Female,48
1049,Su,Germany,Male,25
1050,McKenzie,Germany,Male,40
1051,Akobundu,France,Male,30
1052,Ko,Spain,Female,49
1053,Marcelo,Germany,Male,38
1054,Chukwuebuka,Spain,Female,50
1055,MacDonald,Spain,Female,22
1056,Lampungmeiua,Spain,Female,74
1057,Tai,Spain,Male,33
1058,Enyinnaya,France,Female,47
1059,McKenzie,Germany,Male,33
1060,Kline,France,Male,38
1061,Ma,Spain,Female,48
1062,Wood,Spain,Female,38
1063,Riggs,Germany,Male,38
1064,Capon,France,Male,34
1065,Smith,France,Female,20
1066,Davison,France,Male,36
1067,Ingram,France,Female,52
1068,Dilke,Germany,Male,26
1069,Gibson,France,Male,57
1070,Iadanza,France,Male,40
1071,Hebert,Germany,Female,47
1072,Pinto,Germany,Male,52
1073,Dumetochukwu,Spain,Female,23
1074,Ross,Spain,Male,37
1075,Jamieson,France,Female,31
1076,Chiganu,Germany,Female,32
1077,Burgess,Spain,Male,39
1078,Cheng,France,Male,29
1079,Woods,Germany,Female,41
1080,Liang,France,Male,32
1081,Bluett,Germany,Female,38
1082,Chapman,Spain,Female,35
1083,Andrejew,Spain,Male,36
1084,Udobata,France,Female,32
1085,Ejimofor,France,Male,24
1086,Spyer,France,Male,42
1087,Walker,France,Male,36
1088,Palermo,France,Female,31
1089,Philip,Spain,Male,22
1090,Fallaci,France,Female,51
1091,Perry,Germany,Female,34
1092,Henderson,France,Male,36
1093,Bergamaschi,France,Male,41
1094,Fokine,France,Male,40
1095,Mackay,France,Male,34
1096,Wu,France,Male,29
1097,Maslova,Germany,Female,39
1098,Wei,France,Male,36
1099,McLean,France,Female,26
1100,Sung,Spain,Male,38
1101,Paterson,France,Female,39
1102,Fanucci,Spain,Male,29
1103,Thompson,Spain,Male,38
1104,Tisdall,Germany,Female,32
1105,Onochie,France,Male,28
1106,Mironova,France,Female,46
1107,Ndubueze,France,Female,38
1108,Stephenson,Germany,Female,34
1109,Golubev,Germany,Male,38
1110,Liao,France,Male,31
1111,Mullan,France,Female,52
1112,Glover,Germany,Male,59
1113,Northey,France,Female,42
1114,Paterson,Germany,Female,21
1115,Maclean,France,Female,62
1116,Howarde,Spain,Male,48
1117,Teng,France,Male,42
1118,Colman,France,Female,47
1119,Johnson,Spain,Male,61
1120,Butcher,Spain,Male,29
1121,Stanley,Germany,Male,31
1122,Jackson,France,Female,24
1123,Hu,Germany,Male,56
1124,Hill,Germany,Male,33
1125,Pan,Spain,Male,35
1126,Han,Germany,Female,58
1127,Wilkie,Spain,Female,33
1128,Bray,Germany,Female,45
1129,Ann,France,Female,32
1130,Souter,France,Female,35
1131,Greco,Germany,Female,34
1132,Mao,Spain,Male,37
1133,Anderson,France,Male,37
1134,Ma,France,Male,34
1135,Black,France,Female,27
1136,Medvedeva,Germany,Male,31
1137,Benson,France,Male,22
1138,Duncan,France,Female,42
1139,Onwudiwe,Germany,Male,42
1140,Mitchell,Spain,Female,57
1141,Ferrari,France,Female,37
1142,Russo,France,Male,40
1143,Hazon,Spain,Male,41
1144,Henderson,France,Male,43
1145,Hardy,Germany,Male,43
1146,Piccio,France,Male,28
1147,Dickson,Germany,Female,30
1148,Holden,Germany,Female,29
1149,Hsieh,Spain,Male,34
1150,Doherty,France,Male,38
1151,Page,France,Female,27
1152,Samuel,Spain,Female,29
1153,Malloy,Germany,Male,45
1154,Fitts,Germany,Female,45
1155,Iadanza,Spain,Male,39
1156,Wu,France,Male,34
1157,Yefimova,France,Male,49
1158,Pan,Spain,Male,54
1159,Ts'ui,Germany,Female,58
1160,Liang,Spain,Male,37
1161,Tsao,France,Male,35
1162,Abramov,France,Male,41
1163,Millar,France,Female,30
1164,Demuth,Germany,Female,32
1165,Genovese,France,Female,36
1166,Lawless,Germany,Female,49
1167,Brooks,Germany,Female,28
1168,Ignatyeva,France,Female,35
1169,Balmain,France,Female,27
1170,Millar,France,Female,38
1171,Ecuyer,Spain,Male,26
1172,Parkhill,Germany,Male,40
1173,Li Fonti,Germany,Female,43
1174,Beneventi,Spain,Female,36
1175,Despeissis,Spain,Female,40
1176,Atkins,Spain,Male,39
1177,Williams,France,Male,34
1178,Wright,France,Male,21
1179,Hancock,France,Male,49
1180,Hsieh,Germany,Female,31
1181,Wilkins,France,Male,34
1182,Longo,Germany,Female,24
1183,Mancini,France,Female,43
1184,Madukaego,France,Male,36
1185,Winter-Irving,Germany,Male,47
1186,Stewart,France,Male,37
1187,Grant,France,Female,35
1188,Brennan,France,Female,50
1189,She,France,Male,30
1190,Murray,France,Male,40
1191,Rischbieth,France,Female,29
1192,Lung,Germany,Male,27
1193,Otutodilichukwu,Spain,Female,61
1194,Thomas,Spain,Female,28
1195,Fiorentini,France,Female,24
1196,Hughes,France,Female,43
1197,Whitworth,Germany,Male,28
1198,McIntosh,Spain,Female,34
1199,Ayers,France,Male,38
1200,Trentino,France,Male,41
1201,Boyd,Germany,Male,30
1202,McMasters,Germany,Male,46
1203,Alekseyeva,France,Male,22
1204,Miller,France,Male,35
1205,Baranova,France,Female,40
1206,Mitchell,France,Male,76
1207,Yobachi,Spain,Male,32
1208,Huang,Germany,Male,30
1209,Genovese,France,Female,47
1210,Sorokina,France,Female,32
1211,Gray,France,Male,51
1212,Ervin,France,Female,32
1213,Vance,Spain,Male,42
1214,Noble,France,Female,22
1215,Milanesi,Spain,Male,33
1216,Parkin,Spain,Female,54
1217,Cremonesi,France,Male,33
1218,Burns,Germany,Male,29
1219,Docherty,France,Female,23
1220,Ugonna,Germany,Male,44
1221,L?,Germany,Female,33
1222,Bevan,France,Male,37
1223,Hsia,France,Male,46
1224,O'Neill,Spain,Male,47
1225,Johnstone,Spain,Female,47
1226,Pham,Spain,Female,53
1227,Bergamaschi,Germany,Female,42
1228,Murphy,France,Female,28
1229,Osinachi,France,Female,38
1230,Muravyov,Spain,Female,31
1231,Igwebuike,Germany,Male,36
1232,Zack,Spain,Male,30
1233,Crawford,Germany,Male,46
1234,Chidiegwu,Germany,Female,39
1235,Lucchesi,France,Female,66
1236,Pan,Germany,Male,63
1237,Trevisani,Germany,Male,33
1238,Yudin,France,Male,42
1239,Wade,France,Male,24
1240,Chung,France,Male,28
1241,Septimus,France,Male,36
1242,Hargraves,France,Female,21
1243,Chukwukadibia,Germany,Male,30
1244,Sidorov,Germany,Male,25
1245,Bunton,Germany,Female,38
1246,Cameron,France,Female,44
1247,Kung,France,Female,66
1248,Hay,France,Male,24
1249,Conti,Spain,Female,28
1250,Sims,France,Female,26
1251,Carter,Germany,Male,32
1252,McGregor,Germany,Female,40
1253,Lo,France,Male,68
1254,Chu,Germany,Female,55
1255,Dumetolisa,France,Female,46
1256,Peng,Spain,Male,46
1257,Drake-Brockman,France,Male,42
1258,Wan,France,Female,38
1259,Cameron,France,Female,33
1260,Tretiakov,Germany,Female,36
1261,Ball,Germany,Male,27
1262,Sal,Germany,Male,38
1263,Chung,Spain,Female,40
1264,Lai,France,Female,42
1265,Gether,Spain,Male,31
1266,Davidson,France,Female,55
1267,Justice,France,Female,36
1268,Osonduagwuike,Germany,Male,38
1269,Ewing,France,Female,44
1270,Chin,France,Female,38
1271,Chiang,Germany,Male,30
1272,Ahmed,France,Male,42
1273,Marshall,Germany,Female,39
1274,Tsou,France,Male,33
1275,Chien,Spain,Male,32
1276,Ubanwa,France,Male,32
1277,Kapustin,Germany,Male,37
1278,Calabresi,France,Male,42
1279,Hsiao,Spain,Male,67
1280,Grant,France,Female,39
1281,H?,Spain,Male,25
1282,Chia,Spain,Male,46
1283,Ugoji,France,Male,35
1284,Gregory,France,Male,45
1285,Mackay,France,Male,59
1286,Nnamutaezinwa,Spain,Female,63
1287,Findlay,Spain,Male,37
1288,Ferri,Spain,Female,39
1289,Ku,Spain,Male,39
1290,Amechi,Germany,Male,40
1291,Kirk,Germany,Male,31
1292,Andrews,Spain,Female,37
1293,Murray,France,Female,41
1294,Griffin,France,Male,30
1295,Longstaff,France,Male,30
1296,McWilliam,Spain,Female,33
1297,Coffee,Spain,Male,55
1298,Hancock,France,Male,34
1299,Clark,France,Male,30
1300,Creswell,Germany,Male,42
1301,Dodds,France,Male,37
1302,Ewen,Spain,Male,34
1303,Carter,France,Female,31
1304,Ch'iu,Germany,Female,32
1305,Tsao,France,Female,31
1306,Burgess,Germany,Male,52
1307,Fanucci,Spain,Female,46
1308,Blackburn,Spain,Male,49
1309,Bennett,France,Male,33
1310,Boniwell,Spain,Male,30
1311,Vasilieva,Germany,Female,27
1312,Longo,France,Female,37
1313,Kwemto,France,Male,38
1314,Lawrence,France,Male,38
1315,Duncan,France,Male,54
1316,Bocharova,Spain,Female,27
1317,Morres,France,Female,31
1318,Shih,France,Male,37
1319,Vogel,France,Female,43
1320,T'an,Germany,Male,41
1321,Wisdom,France,Female,47
1322,Lorenzo,France,Male,40
1323,Shahan,France,Female,44
1324,Bryant,Spain,Male,50
1325,Liang,Germany,Male,26
1326,Chidozie,France,Female,46
1327,Hayward,France,Female,38
1328,Liu,Spain,Male,20
1329,Alexeeva,Germany,Female,62
1330,Calabresi,France,Female,40
1331,Lettiere,Spain,Female,46
1332,Chou,Germany,Male,37
1333,Nnamutaezinwa,France,Male,38
1334,Nnamutaezinwa,Germany,Female,38
1335,Greece,Germany,Male,28
1336,Yin,Spain,Female,43
1337,Larionova,Spain,Male,38
1338,Golubev,Germany,Female,30
1339,Norman,France,Male,52
1340,Capon,Spain,Male,46
1341,Chukwudi,Spain,Male,43
1342,Fedorov,France,Female,41
1343,Avdeeva,Spain,Male,71
1344,Reid,Spain,Male,42
1345,Kennedy,Germany,Female,40
1346,Chan,Spain,Female,26
1347,Wofford,France,Male,30
1348,Mai,France,Male,37
1349,King,France,Male,32
1350,T'ao,Spain,Male,43
1351,Hsu,France,Female,41
1352,White,France,Female,54
1353,Stephens,Germany,Male,48
1354,Frolov,Spain,Male,29
1355,Lombardi,Spain,Male,52
1356,Munro,Spain,Male,39
1357,Hayward,France,Male,49
1358,Fields,France,Male,43
1359,Onwumelu,France,Male,43
1360,Suffolk,France,Male,37
1361,Tsao,Germany,Female,22
1362,Judd,France,Male,32
1363,Hamilton,Germany,Male,41
1364,T'ang,Spain,Male,30
1365,Degtyarev,Germany,Male,39
1366,Kang,France,Male,43
1367,Hudson,Spain,Female,37
1368,Jibunoh,Germany,Male,44
1369,Kinlaw,Spain,Female,31
1370,Chizuoke,Germany,Male,50
1371,Lucciano,France,Female,26
1372,Omeokachie,France,Female,43
1373,Gorbunova,France,Male,38
1374,Tikhonov,Germany,Female,46
1375,Campa,France,Male,44
1376,Mancini,France,Female,27
1377,Donoghue,France,Male,41
1378,Tuan,Spain,Female,44
1379,Johnstone,Spain,Female,35
1380,Romani,Germany,Female,32
1381,Fuller,Germany,Male,26
1382,Baxter,France,Female,41
1383,Pirozzi,Spain,Female,42
1384,Sung,France,Female,23
1385,Rogers,Spain,Female,46
1386,Mills,France,Female,35
1387,Osonduagwuike,France,Female,42
1388,Byrne,France,Male,66
1389,McIntyre,France,Female,40
1390,Aitken,France,Female,55
1391,Macintyre,France,Female,27
1392,Simpson,Germany,Female,38
1393,Simpson,Spain,Male,45
1394,Metcalfe,France,Female,32
1395,Lees,France,Male,29
1396,Zetticci,Spain,Male,46
1397,Dale,Spain,Female,33
1398,Byrne,Germany,Female,46
1399,Praed,France,Female,38
1400,Laurens,Spain,Female,29
1401,Woods,France,Female,27
1402,Bykov,Spain,Female,43
1403,Vorobyova,France,Male,29
1404,Pirogova,France,Female,27
1405,Sturt,Spain,Female,41
1406,Panicucci,France,Female,44
1407,Cook,Spain,Male,23
1408,Hardy,France,Male,69
1409,Chu,France,Male,32
1410,Franklin,France,Female,40
1411,P'eng,France,Female,73
1412,Chiang,Germany,Female,30
1413,Grant,Germany,Female,29
1414,Udobata,Germany,Male,30
1415,Siciliani,Germany,Female,30
1416,Evans,Germany,Male,28
1417,Young,Spain,Female,33
1418,Mitchell,Germany,Female,24
1419,Lucchese,Germany,Female,40
1420,Hewitt,France,Female,44
1421,K'ung,Spain,Male,45
1422,Swaim,Germany,Male,32
1423,Quinones,Spain,Male,41
1424,Kennedy,Germany,Male,30
1425,Endrizzi,Spain,Female,42
1426,Ludowici,France,Female,42
1427,Larson,France,Female,39
1428,Chigolum,Germany,Female,59
1429,Maclean,France,Male,57
1430,Lu,France,Female,26
1431,Tuan,France,Female,29
1432,Glover,France,Male,48
1433,Landman,Spain,Female,44
1434,Trevisano,France,Male,62
1435,Longo,France,Female,41
1436,K?,Spain,Male,44
1437,Muir,Germany,Male,28
1438,Alexeyeva,France,Female,31
1439,Norman,Germany,Male,56
1440,Simmons,France,Female,65
1441,Chukwualuka,Germany,Male,39
1442,McCall,Spain,Male,44
1443,Moore,France,Male,43
1444,Ingram,France,Female,43
1445,Okeke,France,Female,38
1446,Shao,France,Female,24
1447,Iloabuchi,France,Male,33
1448,Nebechukwu,Spain,Male,56
1449,Diribe,Germany,Female,46
1450,Macgroarty,Germany,Female,26
1451,Artemova,Spain,Male,31
1452,McDonald,France,Female,38
1453,Mazzanti,France,Female,35
1454,Kelly,France,Female,53
1455,Davison,Spain,Female,34
1456,Reilly,Germany,Male,35
1457,Ojiofor,Spain,Male,28
1458,Shelton,France,Male,66
1459,Lange,France,Male,25
1460,Trentini,France,Female,55
1461,Gardiner,France,Male,23
1462,Wan,Spain,Male,34
1463,Hsu,Germany,Female,41
1464,Hovell,France,Male,37
1465,Zhirov,Spain,Female,40
1466,Espinosa,France,Female,32
1467,Wallace,France,Female,29
1468,Barbour,Germany,Female,35
1469,Ozerova,France,Male,52
1470,Wright,Germany,Female,49
1471,Ulyanova,Germany,Female,31
1472,Steiner,France,Male,48
1473,Akabueze,Spain,Female,26
1474,Aleksandrova,France,Male,36
1475,Pinto,Germany,Female,30
1476,Griffiths,France,Male,26
1477,McNeil,France,Female,26
1478,Bruno,France,Male,37
1479,Johnson,France,Female,45
1480,Okorie,Germany,Male,32
1481,Moen,France,Male,30
1482,McGuigan,Spain,Male,38
1483,Fancher,France,Male,26
1484,Matthews,France,Male,36
1485,Kaeppel,Spain,Female,29
1486,Shih,France,Female,46
1487,Yudina,France,Female,39
1488,Akabueze,Spain,Female,51
1489,Kornilova,Spain,Male,30
1490,Ozioma,France,Female,39
1491,Su,Spain,Female,31
1492,Jamison,Germany,Female,43
1493,Esposito,Spain,Male,50
1494,Hardiman,Spain,Female,30
1495,Woodard,France,Male,52
1496,Chienezie,Germany,Male,57
1497,Okwuadigbo,Spain,Male,38
1498,Chineze,France,Male,35
1499,O'Brien,Germany,Female,25
1500,Tao,France,Female,28
1501,Mao,France,Male,50
1502,Buckland,France,Female,31
1503,Flannery,Germany,Male,39
1504,Jamieson,France,Male,47
1505,Swift,France,Male,32
1506,Doherty,Germany,Male,48
1507,Payne,France,Male,27
1508,Genovese,Germany,Female,43
1509,Lucciano,France,Male,36
1510,Rowley,France,Male,37
1511,Hsing,France,Male,33
1512,Vincent,Spain,Female,37
1513,Pearce,France,Male,39
1514,Lamb,France,Male,42
1515,Riley,Spain,Male,38
1516,Honore,Spain,Male,39
1517,Blackburn,France,Female,37
1518,Endrizzi,France,Male,54
1519,Duncan,Spain,Female,36
1520,Macarthur,France,Female,64
1521,Gould,Germany,Male,52
1522,Medvedev,Spain,Female,29
1523,Sholes,France,Female,35
1524,Shaw,Spain,Male,41
1525,Ts'ai,France,Male,51
1526,Rolon,Spain,Female,41
1527,Reid,France,Male,34
1528,Chinwendu,Germany,Male,35
1529,Fu,France,Male,32
1530,Mackenzie,Spain,Male,23
1531,Bligh,France,Female,26
1532,Davidson,France,Female,28
1533,Lamble,Germany,Female,32
1534,Moore,France,Female,37
1535,Jose,Germany,Female,47
1536,Trevisani,Spain,Female,33
1537,Schofield,France,Female,34
1538,Stewart,France,Female,28
1539,Jamieson,Spain,Female,36
1540,Howard,France,Male,38
1541,Onwuamaeze,Germany,Male,23
1542,D'Albertis,Germany,Male,37
1543,Brooks,France,Female,33
1544,Gordon,Spain,Male,69
1545,Nwachukwu,Spain,Male,43
1546,Chinweike,Germany,Female,42
1547,Simpkinson,Germany,Female,48
1548,Walker,Spain,Female,30
1549,Diribe,Spain,Male,25
1550,Trentini,France,Male,48
1551,Conway,Spain,Female,54
1552,Maslow,Spain,Female,52
1553,Clark,France,Male,34
1554,L?,France,Female,38
1555,Swadling,France,Male,34
1556,Gallo,France,Female,40
1557,Onyemachukwu,Spain,Female,29
1558,Samoylova,Germany,Male,37
1559,Dickson,France,Female,35
1560,He,Germany,Male,42
1561,P'an,Germany,Female,43
1562,Leak,Germany,Male,42
1563,Artemieva,Germany,Male,31
1564,Frost,Spain,Female,40
1565,Warner,Germany,Female,42
1566,Kennedy,France,Male,38
1567,Ifeatu,Germany,Female,37
1568,Evans,France,Male,53
1569,Chu,France,Male,40
1570,Hsueh,Germany,Female,42
1571,Shih,Spain,Female,49
1572,Fan,France,Male,23
1573,Whiddon,France,Female,44
1574,Onyekachukwu,France,Female,35
1575,Ermakova,Germany,Male,23
1576,Marino,France,Male,23
1577,Niu,France,Female,40
1578,Manna,Spain,Female,21
1579,Onyemere,France,Male,28
1580,Archer,Germany,Male,41
1581,Mitchell,France,Female,35
1582,Everingham,Germany,Female,34
1583,Huie,France,Male,38
1584,Crowther,France,Female,43
1585,Swift,Spain,Female,42
1586,Skelton,France,Male,33
1587,White,France,Female,33
1588,Giordano,France,Female,37
1589,Bateson,France,Male,61
1590,Hu,Germany,Male,36
1591,Day,Spain,Female,39
1592,Beneventi,France,Male,39
1593,Elizabeth,Spain,Male,29
1594,Atkins,Spain,Male,36
1595,Serrano,Germany,Female,28
1596,Willis,France,Male,38
1597,Stevenson,Germany,Male,27
1598,Ch'ien,France,Male,32
1599,Cunningham,Germany,Female,48
1600,Stephens,France,Female,42
1601,Gordon,France,Male,28
1602,Bevan,France,Female,49
1603,Mashman,France,Female,42
1604,Tu,Germany,Female,36
1605,Milanesi,France,Female,31
1606,Romano,Germany,Female,31
1607,Goliwe,Germany,Female,40
1608,Hsueh,France,Male,64
1609,Gray,France,Female,39
1610,Wright,France,Female,35
1611,Chiemeka,France,Female,24
1612,Chung,Germany,Female,49
1613,Pinto,France,Male,52
1614,Kellway,Germany,Male,29
1615,Sopuluchi,France,Male,77
1616,Spitzer,Germany,Female,21
1617,Potter,France,Female,49
1618,Matthews,Spain,Female,40
1619,Nicholls,France,Male,27
1620,McDonald,France,Male,18
1621,Fiorentini,Germany,Male,43
1622,Kovalyova,Spain,Male,38
1623,Miah,France,Female,25
1624,Builder,France,Male,38
1625,Baddeley,Spain,Female,25
